time,state
2016-03-03 12:08:37,0
2016-03-03 12:09:23,0
2016-03-03 12:09:37,0
2016-03-03 12:10:23,0
2016-03-03 12:10:37,0
2016-03-03 12:11:23,0
2016-03-03 12:11:37,0
2016-03-03 12:12:23,0
2016-03-03 12:12:38,0
2016-03-03 12:13:23,0
2016-03-03 12:13:38,0
2016-03-03 12:14:23,0
2016-03-03 12:14:38,0
2016-03-03 12:15:23,0
2016-03-03 12:15:38,0
2016-03-03 12:16:23,0
2016-03-03 12:16:38,0
2016-03-03 12:17:23,0
2016-03-03 12:17:38,0
2016-03-03 12:18:23,0
2016-03-03 12:18:38,0
2016-03-03 12:19:23,0
2016-03-03 12:19:38,0
2016-03-03 12:20:23,0
2016-03-03 12:20:38,0
2016-03-03 12:21:23,0
2016-03-03 12:21:38,0
2016-03-03 12:22:24,0
2016-03-03 12:22:39,0
2016-03-03 12:23:24,0
2016-03-03 12:23:39,0
2016-03-03 12:24:24,0
2016-03-03 12:24:39,0
2016-03-03 12:25:24,0
2016-03-03 12:25:39,0
2016-03-03 12:26:24,0
2016-03-03 12:26:39,0
2016-03-03 12:27:24,0
2016-03-03 12:27:39,0
2016-03-03 12:28:24,0
2016-03-03 12:28:39,0
2016-03-03 12:29:24,0
2016-03-03 12:29:39,0
2016-03-03 12:30:24,0
2016-03-03 12:30:39,0
2016-03-03 12:31:24,0
2016-03-03 12:31:39,0
2016-03-03 12:32:25,0
2016-03-03 12:32:40,0
2016-03-03 12:33:25,0
2016-03-03 12:33:40,0
2016-03-03 12:34:25,0
2016-03-03 12:34:40,0
2016-03-03 12:35:25,0
2016-03-03 12:35:40,0
2016-03-03 12:36:25,0
2016-03-03 12:36:40,0
2016-03-03 12:37:25,0
2016-03-03 12:37:40,0
2016-03-03 12:38:25,0
2016-03-03 12:38:40,0
2016-03-03 12:39:25,0
2016-03-03 12:39:40,0
2016-03-03 12:40:25,0
2016-03-03 12:40:40,0
2016-03-03 12:41:25,0
2016-03-03 12:41:40,0
2016-03-03 12:42:25,0
2016-03-03 12:42:40,0
2016-03-03 12:43:25,0
2016-03-03 12:43:40,0
2016-03-03 12:44:25,0
2016-03-03 12:44:40,0
2016-03-03 12:45:26,0
2016-03-03 12:45:41,0
2016-03-03 12:46:26,0
2016-03-03 12:46:41,0
2016-03-03 12:47:26,0
2016-03-03 12:47:41,0
2016-03-03 12:48:26,0
2016-03-03 12:48:41,0
2016-03-03 12:49:26,0
2016-03-03 12:49:41,0
2016-03-03 12:50:26,0
2016-03-03 12:50:41,0
2016-03-03 12:51:26,0
2016-03-03 12:51:41,0
2016-03-03 12:52:26,0
2016-03-03 12:52:41,0
2016-03-03 12:53:26,0
2016-03-03 12:53:41,0
2016-03-03 12:54:26,0
2016-03-03 12:54:41,0
2016-03-03 12:55:26,0
2016-03-03 12:55:41,0
2016-03-03 12:56:26,0
2016-03-03 12:56:41,0
2016-03-03 12:57:27,0
2016-03-03 12:57:42,0
2016-03-03 12:58:27,0
2016-03-03 12:58:42,0
2016-03-03 12:59:27,0
2016-03-03 12:59:42,0
2016-03-03 13:00:27,0
2016-03-03 13:00:42,0
2016-03-03 13:01:27,0
2016-03-03 13:01:42,0
2016-03-03 13:02:27,0
2016-03-03 13:02:42,0
2016-03-03 13:03:27,0
2016-03-03 13:03:42,0
2016-03-03 13:04:27,0
2016-03-03 13:04:42,0
2016-03-03 13:05:27,0
2016-03-03 13:05:42,0
2016-03-03 13:06:27,0
2016-03-03 13:06:42,0
2016-03-03 13:07:27,0
2016-03-03 13:07:42,0
2016-03-03 13:08:27,0
2016-03-03 13:08:42,0
2016-03-03 13:09:28,0
2016-03-03 13:09:43,0
2016-03-03 13:10:28,0
2016-03-03 13:10:43,0
2016-03-03 13:11:28,0
2016-03-03 13:11:43,0
2016-03-03 13:12:28,0
2016-03-03 13:12:43,0
2016-03-03 13:13:28,0
2016-03-03 13:13:43,0
2016-03-03 13:14:28,0
2016-03-03 13:14:43,0
2016-03-03 13:15:28,0
2016-03-03 13:15:43,0
2016-03-03 13:16:28,0
2016-03-03 13:16:43,0
2016-03-03 13:17:28,0
2016-03-03 13:17:43,0
2016-03-03 13:18:28,0
2016-03-03 13:18:43,0
2016-03-03 13:19:28,0
2016-03-03 13:19:43,0
2016-03-03 13:20:29,0
2016-03-03 13:20:43,0
2016-03-03 13:21:29,0
2016-03-03 13:21:44,0
2016-03-03 13:22:29,0
2016-03-03 13:22:44,0
2016-03-03 13:23:29,0
2016-03-03 13:23:44,0
2016-03-03 13:24:29,0
2016-03-03 13:24:44,0
2016-03-03 13:25:29,0
2016-03-03 13:25:44,0
2016-03-03 13:26:29,0
2016-03-03 13:26:44,0
2016-03-03 13:27:29,0
2016-03-03 13:27:44,0
2016-03-03 13:28:29,0
2016-03-03 13:28:44,0
2016-03-03 13:29:29,0
2016-03-03 13:29:44,0
2016-03-03 13:30:29,0
2016-03-03 13:30:45,0
2016-03-03 13:31:29,0
2016-03-03 13:31:45,0
2016-03-03 13:32:29,0
2016-03-03 13:32:45,0
2016-03-03 13:33:30,0
2016-03-03 13:33:45,0
2016-03-03 13:34:30,0
2016-03-03 13:34:45,0
2016-03-03 13:35:30,0
2016-03-03 13:35:45,0
2016-03-03 13:36:30,0
2016-03-03 13:36:45,0
2016-03-03 13:37:30,0
2016-03-03 13:37:46,0
2016-03-03 13:38:30,0
2016-03-03 13:38:46,0
2016-03-03 13:39:30,0
2016-03-03 13:39:46,0
2016-03-03 13:40:30,0
2016-03-03 13:40:46,0
2016-03-03 13:41:30,0
2016-03-03 13:41:46,0
2016-03-03 13:42:30,0
2016-03-03 13:42:46,0
2016-03-03 13:43:30,0
2016-03-03 13:43:46,0
2016-03-03 13:44:30,0
2016-03-03 13:44:46,0
2016-03-03 13:45:30,0
2016-03-03 13:45:46,0
2016-03-03 13:46:31,0
2016-03-03 13:46:47,0
2016-03-03 13:47:31,0
2016-03-03 13:47:47,0
2016-03-03 13:48:31,0
2016-03-03 13:48:47,0
2016-03-03 13:49:31,0
2016-03-03 13:49:47,0
2016-03-03 13:50:31,0
2016-03-03 13:50:47,0
2016-03-03 13:51:31,0
2016-03-03 13:51:47,0
2016-03-03 13:52:31,0
2016-03-03 13:52:47,0
2016-03-03 13:53:31,0
2016-03-03 13:53:47,0
2016-03-03 13:54:31,0
2016-03-03 13:54:47,0
2016-03-03 13:55:31,0
2016-03-03 13:55:47,0
2016-03-03 13:56:31,0
2016-03-03 13:56:48,0
2016-03-03 13:57:32,0
2016-03-03 13:57:48,0
2016-03-03 13:58:32,0
2016-03-03 13:58:48,0
2016-03-03 13:59:32,0
2016-03-03 13:59:48,0
2016-03-03 14:00:32,0
2016-03-03 14:00:48,0
2016-03-03 14:01:32,0
2016-03-03 14:01:48,0
2016-03-03 14:02:32,0
2016-03-03 14:02:48,0
2016-03-03 14:03:32,0
2016-03-03 14:03:48,0
2016-03-03 14:04:32,0
2016-03-03 14:04:48,0
2016-03-03 14:05:32,0
2016-03-03 14:05:49,0
2016-03-03 14:06:32,0
2016-03-03 14:06:49,0
2016-03-03 14:07:32,0
2016-03-03 14:07:49,0
2016-03-03 14:08:32,0
2016-03-03 14:08:49,0
