time,state
2016-02-28 21:05:51,1
2016-02-28 21:06:51,1
2016-02-28 21:07:51,1
2016-02-28 21:08:51,1
2016-02-28 21:09:51,1
2016-02-28 21:10:51,1
2016-02-28 21:11:51,1
2016-02-28 21:12:51,1
2016-02-28 21:13:51,1
2016-02-28 21:14:51,1
2016-02-28 21:15:52,1
2016-02-28 21:16:52,1
2016-02-28 21:17:52,1
2016-02-28 21:18:52,1
2016-02-28 21:19:52,1
2016-02-28 21:20:52,1
2016-02-28 21:21:52,1
2016-02-28 21:22:52,1
2016-02-28 21:23:52,1
2016-02-28 21:24:53,1
2016-02-28 21:25:53,1
2016-02-28 21:26:53,1
2016-02-28 21:27:53,1
2016-02-28 21:28:53,1
2016-02-28 21:29:53,1
2016-02-28 21:30:53,1
2016-02-28 21:31:53,1
2016-02-28 21:32:54,1
2016-02-28 21:33:54,1
2016-02-28 21:34:54,1
2016-02-28 21:35:54,1
2016-02-28 21:36:54,1
2016-02-28 21:37:54,1
2016-02-28 21:38:54,1
2016-02-28 21:39:54,1
2016-02-28 21:40:55,1
2016-02-28 21:41:55,1
2016-02-28 21:42:55,1
2016-02-28 21:43:55,1
2016-02-28 21:44:55,1
2016-02-28 21:45:55,1
2016-02-28 21:46:55,1
2016-02-28 21:47:55,1
2016-02-28 21:48:56,1
2016-02-28 21:49:56,1
2016-02-28 21:50:56,1
2016-02-28 21:51:56,1
2016-02-28 21:52:56,1
2016-02-28 21:53:56,1
2016-02-28 21:54:56,1
2016-02-28 21:55:56,1
2016-02-28 21:56:57,0
2016-02-28 21:57:57,0
2016-02-28 21:58:57,0
2016-02-28 21:59:57,0
2016-02-28 22:00:57,0
2016-02-28 22:01:57,0
2016-02-28 22:02:57,0
2016-02-28 22:03:57,0
2016-02-28 22:04:58,0
2016-02-28 22:05:58,0
2016-02-28 22:06:58,0
2016-02-28 22:07:58,0
2016-02-28 22:08:58,0
2016-02-28 22:09:58,1
2016-02-28 22:10:58,0
2016-02-28 22:11:58,0
2016-02-28 22:12:58,0
2016-02-28 22:13:59,0
2016-02-28 22:14:59,0
2016-02-28 22:15:59,0
2016-02-28 22:16:59,0
2016-02-28 22:17:59,0
2016-02-28 22:18:59,0
2016-02-28 22:19:59,0
2016-02-28 22:20:59,0
2016-02-28 22:21:59,0
2016-02-28 22:23:00,0
2016-02-28 22:24:00,0
2016-02-28 22:25:00,0
2016-02-28 22:26:00,0
2016-02-28 22:27:00,0
2016-02-28 22:28:00,0
2016-02-28 22:29:00,0
2016-02-28 22:30:00,0
2016-02-28 22:31:01,0
2016-02-28 22:32:01,0
2016-02-28 22:33:01,0
2016-02-28 22:34:01,0
2016-02-28 22:35:01,0
2016-02-28 22:36:01,0
2016-02-28 22:37:01,0
2016-02-28 22:38:01,0
2016-02-28 22:39:02,0
2016-02-28 22:40:02,0
2016-02-28 22:41:02,0
2016-02-28 22:42:02,0
2016-02-28 22:43:02,0
2016-02-28 22:44:02,0
2016-02-28 22:45:02,0
2016-02-28 22:46:02,0
2016-02-28 22:47:03,0
2016-02-28 22:48:03,0
2016-02-28 22:49:03,0
2016-02-28 22:50:03,0
2016-02-28 22:51:03,0
2016-02-28 22:52:03,0
2016-02-28 22:53:03,0
2016-02-28 22:54:03,0
2016-02-28 22:55:03,0
2016-02-28 22:56:04,0
2016-02-28 22:57:04,0
2016-02-28 22:58:04,0
2016-02-28 22:59:04,0
2016-02-28 23:00:04,0
2016-02-28 23:01:04,0
2016-02-28 23:02:04,0
2016-02-28 23:03:04,0
2016-02-28 23:04:04,0
2016-02-28 23:05:05,0
2016-02-28 23:06:05,0
2016-02-28 23:07:05,0
2016-02-28 23:08:05,0
2016-02-28 23:09:05,0
2016-02-28 23:10:05,0
2016-02-28 23:11:05,0
2016-02-28 23:12:05,0
2016-02-28 23:13:06,0
2016-02-28 23:14:06,0
2016-02-28 23:15:06,0
2016-02-28 23:16:06,0
2016-02-28 23:17:06,0
2016-02-28 23:18:06,0
2016-02-28 23:19:06,0
2016-02-28 23:20:06,0
2016-02-28 23:21:07,0
2016-02-28 23:22:07,0
2016-02-28 23:23:07,0
2016-02-28 23:24:07,0
2016-02-28 23:25:07,0
2016-02-28 23:26:07,0
2016-02-28 23:27:07,0
2016-02-28 23:28:07,0
2016-02-28 23:29:07,0
2016-02-28 23:30:08,0
2016-02-28 23:31:08,0
2016-02-28 23:32:08,0
2016-02-28 23:33:08,0
2016-02-28 23:34:08,0
2016-02-28 23:35:08,0
2016-02-28 23:36:08,0
2016-02-28 23:37:08,0
2016-02-28 23:38:08,0
2016-02-28 23:39:08,0
2016-02-28 23:40:09,0
2016-02-28 23:41:09,0
2016-02-28 23:42:09,0
2016-02-28 23:43:09,0
2016-02-28 23:44:09,0
2016-02-28 23:45:09,0
2016-02-28 23:46:09,0
2016-02-28 23:47:09,0
2016-02-28 23:48:10,0
2016-02-28 23:49:10,0
2016-02-28 23:50:10,0
2016-02-28 23:51:10,0
2016-02-28 23:52:10,0
2016-02-28 23:53:10,0
2016-02-28 23:54:10,0
2016-02-28 23:55:11,0
2016-02-28 23:56:11,0
2016-02-28 23:57:11,0
2016-02-28 23:58:11,0
2016-02-28 23:59:11,0
2016-02-29 00:00:11,0
2016-02-29 00:01:11,0
2016-02-29 00:02:12,0
2016-02-29 00:03:12,0
2016-02-29 00:04:12,0
2016-02-29 00:05:12,0
2016-02-29 00:06:12,0
2016-02-29 00:07:12,0
2016-02-29 00:08:12,0
2016-02-29 00:09:12,0
2016-02-29 00:10:12,0
2016-02-29 00:11:13,0
2016-02-29 00:12:13,0
2016-02-29 00:13:13,0
2016-02-29 00:14:13,0
2016-02-29 00:15:13,0
2016-02-29 00:16:13,0
2016-02-29 00:17:13,0
2016-02-29 00:18:13,0
2016-02-29 00:19:14,0
2016-02-29 00:20:14,0
2016-02-29 00:21:14,1
2016-02-29 00:22:14,0
2016-02-29 00:23:14,0
2016-02-29 00:24:14,0
2016-02-29 00:25:14,1
2016-02-29 00:26:14,1
2016-02-29 00:27:15,1
2016-02-29 00:28:15,1
2016-02-29 00:29:15,1
2016-02-29 00:30:15,1
2016-02-29 00:31:15,1
2016-02-29 00:32:15,1
2016-02-29 00:33:15,1
